date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Ottawa University,W,17-2,17,17,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 17,home,Ottawa University,W,17-0,17,17,0,0,0,0,1.0,0,0,0,0.00,1,2,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 20,home,Brown Mackie,W,13-3,13,13,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 20,home,Brown Mackie,W,11-3,11,11,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 21,home,Brown Mackie,W,8-2,8,8,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 21,home,Brown Mackie,W,10-0,10,10,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 27,home,North Central Missouri,W,25-14,25,25,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 27,home,North Central Missouri,W,8-7,8,8,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 28,home,North Central Missouri,W,15-5,15,15,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Feb 28,home,North Central Missouri,W,14-1,14,14,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 3,away,Labette,L,9-8,9,9,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 3,away,Labette,W,5-3,5,5,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 5,home,Labette,W,19-16,19,19,0,0,0,0,0.2,6,5,3,40.50,0,1,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 6,home,Labette,W,11-7,11,11,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 10,home,Johnson County,W,7-2,7,7,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
Mar 10,home,Johnson County,W,5-2,5,5,,,,,,,,,,,,,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,alexdubordn3ib,Alex Dubord
