date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,Northern Oklahoma Tonkawa,L,10-3,10,3,7.0,win,20210205_1kgs,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 5,home,Northern Oklahoma Tonkawa,L,5-2,5,2,3.0,win,20210205_r9u4,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 22,home,North Central Texas,W,11-3,11,3,8.0,win,20210222_16xd,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 22,home,North Central Texas,W,7-2,7,2,5.0,win,20210222_nfq1,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 23,home,North Central Texas,W,8-7,8,7,1.0,win,20210223_wjl3,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 25,home,Northern Oklahoma Enid,L,9-7,9,7,2.0,win,20210225_llki,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 26,home,Northern Oklahoma Enid,W,12-10,12,10,2.0,win,20210226_2nai,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 27,home,Northern Oklahoma Enid,L,10-7,10,7,3.0,win,20210227_c91e,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 27,home,Northern Oklahoma Enid,L,12-0,12,0,12.0,win,20210227_xmww,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 28,home,Northern Oklahoma Tonkawa,L,9-8,9,8,1.0,win,,,,,,,,,,,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Feb 28,home,Northern Oklahoma Tonkawa,L,4-0,4,0,4.0,win,,,,,,,,,,,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Mar 10,home,Iowa Western,L,19-5,19,5,14.0,win,20210310_3dfb,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
Mar 20,home,Southeastern,W,11-8,11,8,3.0,win,20210320_0483,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div2,Des Moines Area,desmoinesareacommunitycollege,bennippoltyrvo,Ben Nippolt
