date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 23,home,Southern Maryland,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Feb 23,home,Southern Maryland,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Feb 24,home,Southern Maryland,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 2,home,Union,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 2,home,Union,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 8,home,Sussex County,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 9,home,Orange County,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 9,home,Orange County,,,,,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 13,home,Orange County,L,15-7,15,7,8.0,win,20190313_vhla,0,0,0,0,3.1,7,7,6,16.20,3,0,0,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 15,home,Monroe College JV,L,17-9,17,9,8.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 16,home,Dutchess,L,14-0,14,0,14.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 16,home,Dutchess,L,13-12,13,12,1.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 17,home,Raritan Valley,L,6-2,6,2,4.0,win,,,,,,,,,,,,,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
Mar 17,home,Raritan Valley,L,12-4,12,4,8.0,win,20190317_wb8l,1,0,1,0,3.0,2,3,1,3.00,6,4,,2019,2018-19,div3,Monroe College - Bronx,monroecollegebronx,jasonverasxi7g,Jason Veras
