date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 24,home,Pittsburg State University,,,,,6.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 2,home,Butler,W,6-3,6,3,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 2,home,Butler,W,10-5,10,5,5.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 4,home,Butler,L,16-9,16,9,7.0,win,20170204_p99g,0,0,0,0,1.1,,,,0.00,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 7,home,Hesston,W,13-5,13,5,8.0,win,20170207_5a94,0,0,0,0,1.0,1,1,,0.00,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 7,home,Hesston,W,3-1,3,1,2.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 11,home,Eastern Oklahoma State,L,15-3,15,3,12.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 11,home,Eastern Oklahoma State,L,15-12,15,12,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 12,home,Eastern Oklahoma State,L,10-6,10,6,4.0,win,20170212_p3fa,0,0,0,0,0.2,2,4,,0.00,1,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 16,home,Crowder,L,22-13,22,13,9.0,win,20170216_v63s,0,0,0,0,1.0,1,1,1,9.00,,1,1,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 18,home,Murray State,W,4-0,4,0,4.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 18,home,Murray State,L,14-10,14,10,4.0,win,20170218_bk9k,0,0,0,0,0.2,1,1,1,13.50,2,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 19,home,Murray State,L,14-4,14,4,10.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 25,home,Southeastern,L,12-8,12,8,4.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 25,home,Southeastern,L,6-5,6,5,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Feb 26,home,Southeastern,L,8-5,8,5,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 2,home,Allen County,W,3-2,3,2,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 2,home,Allen County,L,12-4,12,4,8.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 4,home,Allen County,W,22-3,22,3,19.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 4,home,Allen County,L,16-9,16,9,7.0,win,20170304_lmx2,0,0,0,0,2.0,1,,,0.00,1,1,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 7,home,Northern Oklahoma Tonkawa,W,9-8,9,8,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 10,home,Fort Scott,L,7-3,7,3,4.0,win,20170310_32mv,0,0,0,0,1.0,2,2,2,18.00,1,1,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 10,home,Fort Scott,L,8-6,8,6,2.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 12,home,Fort Scott,L,7-4,7,4,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 12,home,Fort Scott,L,8-4,8,4,4.0,win,20170312_z1d0,0,0,0,0,1.0,,,,0.00,,1,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 16,home,Kansas City Kansas,L,3-0,3,0,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 16,home,Kansas City Kansas,L,7-6,7,6,1.0,win,20170316_wyng,0,0,1,0,1.1,2,1,1,6.75,2,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 18,home,Kansas City Kansas,L,8-0,8,0,8.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 18,home,Kansas City Kansas,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 23,home,Johnson County,L,10-6,10,6,4.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 23,home,Johnson County,L,13-10,13,10,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 26,home,Johnson County,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 26,home,Johnson County,W,6-2,6,2,4.0,win,20170326_8qjo,0,0,0,0,1.0,1,,,0.00,,1,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 30,home,Cowley,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Mar 30,home,Cowley,L,8-3,8,3,5.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 1,home,Cowley,W,1-0,1,0,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 1,home,Cowley,L,3-0,3,0,3.0,win,20170401_zfkv,0,0,0,0,1.0,2,1,1,9.00,,1,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 6,home,Coffeyville,L,9-1,9,1,8.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 6,home,Coffeyville,W,7-4,7,4,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 8,home,Coffeyville,L,16-8,16,8,8.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 8,home,Coffeyville,L,13-6,13,6,7.0,win,20170408_d0x6,0,0,0,0,0.0,1,2,2,INF,1,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 13,home,Neosho County,L,14-2,14,2,12.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 13,home,Neosho County,L,15-5,15,5,10.0,win,20170413_0bwl,0,0,0,0,1.1,1,2,2,13.50,1,,1,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 15,home,Neosho County,L,12-2,12,2,10.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 15,home,Neosho County,L,11-1,11,1,10.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 20,home,Labette,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 20,home,Labette,L,11-3,11,3,8.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 24,home,Labette,W,6-1,6,1,5.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 24,home,Labette,L,10-7,10,7,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 28,home,Highland (KS),L,3-0,3,0,3.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
Apr 28,home,Highland (KS),L,8-2,8,2,6.0,win,20170428_2su0,0,0,0,0,1.0,1,1,1,9.00,1,2,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
May 2,home,Highland (KS),W,8-6,8,6,2.0,win,,,,,,,,,,,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
May 2,home,Highland (KS),W,12-6,12,6,6.0,win,20170502_j14x,0,0,0,0,1.0,2,1,1,9.00,,,,2017,2016-17,div1,Independence,independencecommunitycollege,greysonpearishsjxc,Greyson Pearish
