date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 2,home,Bryant & Stratton College (WI),L,11-1,11,1,10,win,20230302_rijv,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 3,home,Minnesota North College - Vermilion,L,8-7,8,7,1,win,20230303_71nr,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 4,home,Jackson,L,8-7,8,7,1,win,20230304_2jiy,1,0,0,0,5.0,4,4,1,1.80,4,0,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 4,home,Lincoln Land,L,11-1,11,1,10,win,20230304_bt89,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 26,home,Minnesota North College - Rainy River,L,8-2,8,2,6,win,20230326_p0id,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 26,home,Minnesota North College - Rainy River,W,3-2,3,2,1,win,20230326_901d,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 27,home,Minnesota North College - Rainy River,L,9-6,9,6,3,win,20230327_opg8,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Mar 27,home,Minnesota North College - Rainy River,L,9-8,9,8,1,win,20230327_qnsq,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 4,home,St. Cloud Tech,L,4-2,4,2,2,win,20230404_qow9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 4,home,St. Cloud Tech,L,12-2,12,2,10,win,20230404_pm8q,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 8,home,Riverland,L,8-4,8,4,4,win,20230408_za1o,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 8,home,Riverland,L,11-1,11,1,10,win,20230408_p7xv,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 10,home,Riverland,L,11-8,11,8,3,win,20230410_s7f9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 10,home,Riverland,L,15-2,15,2,13,win,20230410_rwmz,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 14,home,Century,L,7-4,7,4,3,win,20230414_lsmr,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 14,home,Century,L,9-5,9,5,4,win,20230414_q3ew,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 15,home,Century,L,14-7,14,7,7,win,20230415_11lw,1,0,0,0,2.1,2,5,4,15.43,2,0,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 22,home,Rochester,L,6-4,6,4,2,win,20230422_qh0c,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 22,home,Rochester,L,4-3,4,3,1,win,20230422_64zn,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 23,home,Rochester,W,9-8,9,8,1,win,20230423_k00b,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 23,home,Rochester,W,19-8,19,8,11,win,20230423_wkbf,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 29,home,Minnesota West,L,12-7,12,7,5,win,20230429_02g9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
Apr 29,home,Minnesota West,W,14-3,14,3,11,win,20230429_wosm,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
May 2,home,Minnesota West,W,21-20,21,20,1,win,20230502_14vd,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
May 2,home,Minnesota West,W,15-13,15,13,2,win,20230502_4tjx,1,0,0,0,3.2,6,9,9,22.09,6,5,2023,2022-23,div3,Western Tech,westerntechnicalcollege,dalebratzrka5,Dale Bratz
