date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,Luna,W,1-0,1,1,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 1,home,Luna,W,10-4,10,10,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 2,home,Luna,L,13-3,13,13,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 2,home,Luna,W,9-1,9,9,0,0,0,0,1.0,1,1,1,9.00,,1,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 8,home,Trinidad State,W,3-0,3,3,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 8,home,Trinidad State,L,4-1,4,4,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 9,home,Trinidad State,L,9-0,9,9,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 9,home,Trinidad State,W,2-1,2,2,0,1,0,0,1.0,,,,0.00,1,1,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 12,away,El Paso,L,6-1,6,6,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 12,away,El Paso,L,12-2,12,12,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 16,away,Cochise,L,8-1,8,8,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 16,away,Cochise,L,13-10,13,13,0,0,0,0,1.1,2,1,1,6.75,1,2,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 19,away,Arizona Western,L,5-2,5,5,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 19,away,Arizona Western,L,4-1,4,4,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 26,home,Glendale,L,6-5,6,6,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Feb 26,home,Glendale,L,3-1,3,3,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 2,home,Pima,W,10-4,10,10,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 2,home,Pima,L,13-2,13,13,0,0,0,0,1.0,,,,0.00,,2,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 5,home,South Mountain,L,4-1,4,4,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 5,home,South Mountain,L,7-2,7,7,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 8,home,Williston State,W,8-6,8,8,0,0,0,1,1.0,4,4,4,36.00,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 9,away,Central Arizona,W,2-0,2,2,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 9,away,Central Arizona,L,4-0,4,4,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 11,away,Paradise Valley,L,10-0,10,10,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 11,away,Paradise Valley,L,5-2,5,5,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 13,home,vs. Bismarck State,L,9-2,9,9,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 13,home,vs. Bismarck State,W,5-3,5,5,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 14,away,Douglas College,W,12-0,12,12,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 14,home,vs. white rock,W,12-0,12,12,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 15,home,vs. Lake Region State,W,5-4,5,5,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 19,home,Yavapai,L,5-3,5,5,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 19,home,Yavapai,L,11-8,11,11,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 23,away,Scottsdale,L,2-1,2,2,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 23,away,Scottsdale,L,16-5,16,16,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 26,home,GateWay (AZ),L,4-2,4,4,0,0,0,0,1.0,1,,,0.00,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 26,home,GateWay (AZ),L,9-3,9,9,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 30,away,Chandler-Gilbert,L,7-1,7,7,0,0,0,0,0.2,1,,,0.00,1,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Mar 30,away,Chandler-Gilbert,L,8-4,8,8,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 2,home,Mesa,W,5-4,5,5,0,1,0,0,1.1,1,,,0.00,,2,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 2,home,Mesa,L,10-8,10,10,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 6,away,South Mountain,L,6-0,6,6,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 6,away,South Mountain,L,6-2,6,6,0,0,0,0,2.0,4,2,2,9.00,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 9,home,Phoenix,W,2-0,2,2,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
Apr 9,home,Phoenix,W,10-4,10,10,,,,,,,,,,,,2019,2018-19,div1,Eastern Arizona,easternarizonacollege,jakobscarlettalgj,Jakob Scarlett
