date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,Northwest Florida State,L,7-4,7,4,3,win,20230127_4b8k,1,0,0,0,4.0,5,2,2,4.50,0,4,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Feb 2,home,Florida State Jacksonville,W,8-7,8,7,1,win,20230202_disb,1,0,0,0,5.0,7,6,5,9.00,1,4,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Feb 10,home,Hillsborough,W,12-2,12,2,10,win,20230210_zxsp,1,1,0,0,7.0,7,2,2,2.57,2,8,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Feb 18,home,Polk State,L,5-4,5,4,1,win,20230218_rkvy,1,0,0,0,7.0,6,3,3,3.86,3,7,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Feb 25,home,State College of Florida,W,9-1,9,1,8,win,20230225_x08s,1,1,0,0,9.0,6,1,0,0.00,1,6,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Mar 4,home,East Georgia State,L,3-2,3,2,1,win,20230304_v069,1,0,1,0,5.0,4,3,3,5.40,4,6,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Mar 10,home,Miami Dade,L,8-1,8,1,7,win,20230310_2lnv,1,0,1,0,6.0,4,3,2,3.00,1,2,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Mar 17,home,Indian River State,W,6-4,6,4,2,win,20230317_j80j,1,0,0,0,6.0,5,2,1,1.50,4,2,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Mar 24,home,Florida SouthWestern State,L,10-6,10,6,4,win,20230324_uvwi,1,0,1,0,6.1,11,10,10,14.21,2,8,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
Mar 31,home,Miami Dade,L,12-1,12,1,11,win,20230331_aed8,1,0,1,0,2.1,10,9,7,27.00,1,3,2023,2022-23,div1,Eastern Florida State,easternfloridastatecollege,kcswordsxk50,KC Swords
