date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Webster University JV,W,5-2,5,2,3,win,20130217_8w55,0,0,0,0,1.0,3,3,3,27.00,1,2,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Mar 14,home,Fontbonne JV,W,8-3,8,3,5,win,20130314_u0vp,0,0,0,1,2.0,1,1,,0.00,,3,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Mar 19,home,St. Charles,W,9-4,9,4,5,win,20130319_tsip,0,0,0,1,2.0,,,,0.00,,3,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Mar 23,home,Lincoln Trail,L,16-10,16,10,6,win,20130323_n6t6,0,0,0,0,2.0,4,3,3,13.50,4,4,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Mar 29,home,Olney Central,L,4-3,4,3,1,win,20130329_0hgw,0,0,1,0,2.0,2,1,1,4.50,,3,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 2,home,St. Louis,L,7-6,7,6,1,win,20130402_emcf,0,0,1,0,1.0,2,1,1,9.00,,3,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 5,home,Lake Land,W,5-4,5,4,1,win,20130405_exec,0,0,0,0,1.1,2,,,0.00,2,2,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 10,home,Webster University JV,W,5-3,5,3,2,win,20130410_zlxv,0,0,0,0,0.2,,,,0.00,,1,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 13,home,Rend Lake,L,7-6,7,6,1,win,20130413_q6wa,0,0,1,0,2.0,2,3,1,4.50,1,2,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 21,home,John A. Logan,L,5-2,5,2,3,win,20130421_9uzg,0,0,0,0,1.0,1,1,1,9.00,1,2,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
Apr 25,home,Kaskaskia,L,11-1,11,1,10,win,20130425_ihgl,0,0,0,0,1.0,,,,0.00,1,1,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
May 7,home,Wabash Valley,L,12-2,12,2,10,win,20130507_bg5e,0,0,0,0,1.0,,,,0.00,,,2013,2012-13,div1,Southwestern Illinois,southwesternillinoiscollege,ianzimmermanngu0b,Ian Zimmermann
