date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Murray State,L,15-5,15,5,10,win,20230217_kldf,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Feb 18,home,Murray State,L,14-4,14,4,10,win,20230218_4gwv,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Feb 18,home,Murray State,L,13-2,13,2,11,win,20230218_0g7m,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Feb 25,home,Redlands,L,6-3,6,3,3,win,20230225_m2g5,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Feb 25,home,Redlands,L,2-1,2,1,1,win,20230225_nmxs,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Feb 26,home,Redlands,L,8-6,8,6,2,win,20230226_g2is,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 4,home,Lewis & Clark,L,10-3,10,3,7,win,20230304_slb6,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 12,home,Brookdale,W,4-0,4,0,4,win,20230312_w3ao,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 12,home,Brookdale,L,4-0,4,0,4,win,20230312_38c9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 13,home,Sullivan County,L,5-4,5,4,1,win,20230313_638a,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 14,home,Bergen,W,15-3,15,3,12,win,20230314_v5ef,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
Mar 23,home,Graceland University JV,W,3-2,3,2,1,win,20230323_12aw,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,North Central Missouri,northcentralmissouricollege,josuenoyola34e6,Josue Noyola
