date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 5,home,vs. Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Sep 12  #,home,Grandview University,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Sep 26  #,away,Iowa Community College Athletic Conference,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Oct 10  #,away,Grandview University,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Oct 13  #,home,Primetime Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 15,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 15,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 15,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 15,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 16,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 16,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 16,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 16,away,Metropolitan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 21,away,Johnson County,L,7-4,7,7,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 21,away,Johnson County,L,10-0,10,10,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 22,away,Johnson County,L,14-3,14,14,1,0,0,,,,1,,,,,,,,0,0,,,,,1,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 22,away,Johnson County,L,21-1,21,21,1,0,0,,,,1,2,,,,,,,0,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 29,away,Allen County,L,13-8,13,13,1,1,0,,,,1,1,1,,,,1,,0,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Feb 29,away,Allen County,W,9-7,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 1,away,Allen County,L,11-10,11,11,3,2,2,1,,,1,,,,,,,,3,1,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 1,away,Allen County,L,6-5,6,6,2,0,0,,,,0,,2,,,,,1,0,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 4,home,Des Moines Area,W,7-6,7,7,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 4,home,Des Moines Area,L,13-7,13,13,2,1,1,,,,1,,1,,,1,1,,1,0,,,,,4,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 7,home,Ellsworth,L,15-6,15,15,2,1,1,,,,0,1,,,,,,,1,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 7,home,Ellsworth,L,11-1,11,11,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 8,home,Ellsworth,W,18-7,18,18,3,1,0,,,,0,1,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 8,home,Ellsworth,W,23-14,23,23,4,2,2,,,1,5,1,2,,,,,,5,1,,,,,5,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 11,home,Iowa Central,L,15-13,15,15,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 13,home,Iowa Lakes,L,11-4,11,11,2,0,0,,,,1,1,,,,,,,0,0,,,,,3,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 13,home,Iowa Lakes,W,1-0,1,1,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 15,home,Iowa Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 15,home,Iowa Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 15,home,Iowa Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 15,home,Iowa Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 21,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 21,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 21,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 21,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 22,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 22,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 22,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 22,away,Hesston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 24,home,Iowa Central,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 25,home,Des Moines Area,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 28,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 28,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 28,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 28,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 29,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
Mar 29,home,Iowa Western,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Southwestern,southwesterncommunitycollege,treyrodriguezv9c6,Trey Rodriguez
