date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 21,home,Wabash Valley,W,5-4,5,4,1.0,win,20150321_rsvx,4,1,1,1,,,0,,,,,1.0,win,20150321_rsvx,,,,2,1,,,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Mar 21,home,Wabash Valley,W,8-5,8,5,3.0,win,20150321_wxrh,4,0,1,,,,0,,,,,3.0,win,20150321_wxrh,,,,1,0,,1,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Mar 23,home,Danville Area,L,8-1,8,1,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Mar 26,home,John A. Logan,W,1-0,1,0,1.0,win,20150326_mzjx,3,0,1,,,,0,,,,,1.0,win,20150326_mzjx,,,,1,0,1,1,,,3,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 4,home,Shawnee,W,14-5,14,5,9.0,win,20150404_fakf,5,1,2,2,,,4,,,,,9.0,win,20150404_fakf,,,,4,2,1,1,,,5,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 4,home,Shawnee,L,3-1,3,1,2.0,win,20150404_y83l,3,0,0,,,,0,,,,,2.0,win,20150404_y83l,,,,0,0,,2,,,3,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 6,home,Vincennes,L,5-3,5,3,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 6,home,Vincennes,W,4-0,4,0,4.0,win,20150406_9wst,3,1,2,,,,1,,1,,,4.0,win,20150406_9wst,,,,2,0,,,,,3,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 11,home,Olney Central,W,5-3,5,3,2.0,win,20150411_h6vh,4,1,2,1,,,0,,1,,,2.0,win,20150411_h6vh,,,,3,1,,1,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 11,home,Olney Central,W,7-2,7,2,5.0,win,20150411_mafo,3,1,0,,,,0,,,,,5.0,win,20150411_mafo,,,,0,0,,2,,,3,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 14,home,Lake Land,L,8-6,8,6,2.0,win,20150414_y6r5,4,0,0,,,,0,,2,,,2.0,win,20150414_y6r5,,,,0,0,,1,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 14,home,Lake Land,W,4-2,4,2,2.0,win,20150414_794p,3,0,0,,,,0,,,,,2.0,win,20150414_794p,,,,0,0,,1,,,3,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 16,home,Southwestern Illinois,W,8-4,8,4,4.0,win,20150416_zdmc,4,2,3,1,,,0,,,,,4.0,win,20150416_zdmc,,,,4,1,,1,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
Apr 23,home,Kaskaskia,L,9-1,9,1,8.0,win,20150423_e0yh,4,0,0,,,,0,,,,,8.0,win,20150423_e0yh,,,,0,0,,2,,,4,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
May 2,home,Rend Lake,W,7-4,7,4,3.0,win,20150502_qn84,5,1,2,,,,2,,1,,,3.0,win,20150502_qn84,,,,2,0,,,,,5,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
May 2,home,Rend Lake,W,14-8,14,8,6.0,win,20150502_g5yd,5,0,1,,,,0,,,,,6.0,win,20150502_g5yd,,,,1,0,,,,,5,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,chrisdeavillei7lh,Chris Deaville
