date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 23,home,Moraine Valley,L,15-3,15,3,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Feb 24,home,Parkland,W,6-4,6,4,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Feb 25,home,Parkland,L,8-3,8,3,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Feb 25,home,Parkland,L,9-5,9,5,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 9,home,ASA New York,L,2-1,2,1,1.0,win,20180309_5n3b,3,0,1,,,,0,,1,,,1.0,win,20180309_5n3b,,,,1,0,,,,,3,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 18,home,Bryant & Stratton College (WI),W,14-3,14,3,11.0,win,20180318_3aab,4,1,2,1,1,,3,,,,,11.0,win,20180318_3aab,,,,5,2,1,,,,4,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 18,home,Bryant & Stratton College (WI),W,11-1,11,1,10.0,win,20180318_nwfc,1,1,1,,,,0,1,,1,,10.0,win,20180318_nwfc,,,,1,0,,,,,2,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 23,home,Olive-Harvey,W,10-0,10,0,10.0,win,20180323_5sb9,2,2,2,1,,,1,1,,,,10.0,win,20180323_5sb9,,,,3,1,,,,,3,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 23,home,Olive-Harvey,W,9-1,9,1,8.0,win,20180323_doly,2,2,2,,,,2,,,,,8.0,win,20180323_doly,,,,2,0,,,,,2,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
Mar 28,home,Oakton,W,8-3,8,3,5.0,win,20180328_8mwh,3,1,1,,,,0,1,1,,,5.0,win,20180328_8mwh,,,,1,0,,,,,4,2018,2017-18,div1,Triton,tritoncollege,jamesfilbinbkjd,James Filbin
