date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Freed Hardeman University,W,7-3,7,3,4.0,win,20220208_7ad2,4,0,3,2,,,2,,,,,,,,5,2,1,1,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 8,home,Freed Hardeman University,W,5-3,5,3,2.0,win,20220208_a3nj,1,0,1,,,,0,1,,,,1,,,1,0,,,,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 12,home,Lake Land,W,5-1,5,1,4.0,win,20220212_upht,3,1,2,,,,0,,,1,,,,,2,0,,,1,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 12,home,Rend Lake,W,4-2,4,2,2.0,win,20220212_8yj4,2,0,1,,,,0,1,,,,,,,1,0,,,1,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 16,home,Freed Hardeman University,W,6-1,6,1,5.0,win,20220216_3o6s,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 16,home,Freed Hardeman University,W,7-1,7,1,6.0,win,20220216_4wkm,2,1,1,,,1,3,,1,,,,,,4,1,,,,,2,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 18,home,Chipola,W,6-5,6,5,1.0,win,20220218_m9aq,3,0,0,,,,0,,2,,,1,,,0,0,,,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 19,home,Chipola,L,6-4,6,4,2.0,win,20220219_elrq,2,0,0,,,,0,1,,,,,,,0,0,,,,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 19,home,Chipola,L,8-3,8,3,5.0,win,20220219_pvs8,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Feb 20,home,Chipola,L,5-4,5,4,1.0,win,20220220_mfqy,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 1,home,Wallace State,W,9-8,9,8,1.0,win,20220301_59oe,2,2,1,,,1,2,2,1,,,,,,4,1,,,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 1,home,Wallace State,W,13-12,13,12,1.0,win,20220301_kir0,3,1,0,,,,0,,2,,,1,,,0,0,,,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 3,home,Grand Rapids,L,15-5,15,5,10.0,win,20220303_74tc,1,1,1,,,,0,2,,,,1,,,1,0,,,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 4,home,Roane State,W,13-1,13,1,12.0,win,20220304_k5la,2,2,0,,,,0,1,1,,,2,,,0,0,,,1,,5,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 5,home,Roane State,W,11-5,11,5,6.0,win,20220305_79tz,4,1,2,,,,4,1,,1,,,,,2,0,,1,1,1.00,5,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 5,home,Roane State,W,16-1,16,1,15.0,win,20220305_qvrw,2,3,2,,,1,2,1,,,,,1,,5,1,,,1,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 8,home,Snead State,L,4-2,4,2,2.0,win,20220308_cmhh,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 13,home,Dyersburg State,W,8-0,8,0,8.0,win,20220313_ep2l,3,1,1,1,,,1,1,1,1,,,,,2,1,,1,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 14,home,Dyersburg State,W,5-2,5,2,3.0,win,20220314_zmil,3,0,0,,,,0,,1,,,,,,0,0,,,1,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 14,home,Dyersburg State,W,6-5,6,5,1.0,win,20220314_r89q,3,1,1,,,1,2,,,,,,,,4,1,,1,1,1.00,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 15,home,Kalamazoo Valley,W,11-7,11,7,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 15,home,Kalamazoo Valley,W,6-4,6,4,2.0,win,20220315_2k3y,3,0,0,,,,0,1,1,,,,,,0,0,,2,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 19,home,Volunteer State,L,15-5,15,5,10.0,win,20220319_ak94,0,1,0,,,,1,1,,,,1,1,,0,0,,,1,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 19,home,Volunteer State,W,5-3,5,3,2.0,win,20220319_svhc,3,0,0,,,,0,,2,,,1,,,0,0,,1,,,4,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 20,home,Volunteer State,W,17-7,17,7,10.0,win,20220320_gctq,3,3,2,,,1,3,2,1,,,,,,5,1,,,,,5,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 23,home,John A. Logan,L,12-2,12,2,10.0,win,20220323_0n7h,3,1,1,,,1,1,,2,,,,,,4,1,,,,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 25,home,Jackson State,W,11-10,11,10,1.0,win,20220325_jbap,4,1,1,,,,0,1,1,,,,,,1,0,,1,1,1.00,5,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
Mar 26,home,Jackson State,L,9-6,9,6,3.0,win,20220326_xv51,3,1,2,,,1,3,,,,,,,,5,1,,,1,,3,2022,2021-22,div1,Columbia State,columbiastatecommunitycollege,jacksonjarvisxsl6,Jackson Jarvis
