date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 24,home,Georgia Highlands,L,12-4,12,4,8.0,win,20180224_yizm,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Feb 24,home,Georgia Highlands,W,9-6,9,6,3.0,win,20180224_jop4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Feb 25,home,Georgia Highlands,L,7-3,7,3,4.0,win,20180225_ncgm,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Feb 27,home,Ivy Tech Fort Wayne,W,8-1,8,1,7.0,win,20180227_pyu9,1,2,0,,,,0,2,1,,,,,,0,0,,,,,3,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Feb 27,home,Ivy Tech Fort Wayne,W,12-3,12,3,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 3,home,McHenry County,W,5-4,5,4,1.0,win,20180303_m0kn,3,1,0,,,,0,,1,,,,,,0,0,,,,,3,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 3,home,McHenry County,W,12-11,12,11,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 4,home,McHenry County,L,9-7,9,7,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 6,home,Edison State,W,8-7,8,7,1.0,win,20180306_syjx,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 9,home,Kellogg,L,11-0,11,0,11.0,win,20180309_siro,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 10,home,Kellogg,L,16-1,16,1,15.0,win,20180310_qbdh,2,1,1,,,,0,,1,,,,,,1,0,,,,,2,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
Mar 14,home,Vincennes,W,12-5,12,5,7.0,win,20180314_w7hv,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2018,2017-18,div2,Sinclair,sinclaircommunitycollege,aaronharlamertyj53,Aaron Harlamert
