date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 25,home,Fort Scott,W,13-3,13,3,10,win,20230225_i6ui,3,0,1,,,,1,1,,,,,,,1,0,,,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Feb 26,home,Fort Scott,W,6-4,6,4,2,win,20230226_0uye,2,0,0,,,,1,,1,,,,1,1,0,0,,,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Feb 26,home,Fort Scott,W,5-4,5,4,1,win,20230226_sijb,2,1,0,,,,1,,2,,,,1,1,0,0,,,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 4,home,Metropolitan,W,5-2,5,2,3,win,20230304_re49,3,0,1,,,,1,1,,,,,1,1,1,0,,,2,,6,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 4,home,Metropolitan,W,8-3,8,3,5,win,20230304_khog,3,0,0,,,,1,,1,,,,,1,0,0,,1,1,1.00,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 5,home,Metropolitan,W,6-2,6,2,4,win,20230305_igds,3,0,1,,,,1,1,1,,1,,,,1,0,,1,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 5,home,Metropolitan,W,11-10,11,10,1,win,20230305_36jy,4,1,0,,,,0,1,2,,,,,,0,0,,2,,,5,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 25,home,Ellsworth,W,4-3,4,3,1,win,20230325_5g21,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Mar 29,home,North Iowa Area,W,11-5,11,5,6,win,20230329_hii4,4,0,0,,,,1,1,2,,,,,,0,0,,1,1,1.00,5,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 14,home,Iowa Lakes,W,19-9,19,9,10,win,20230414_04xu,6,1,1,,,,1,,3,,,,,,1,0,,,,,6,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 17,home,Iowa Lakes,W,9-8,9,8,1,win,20230417_i05b,0,0,0,,,,0,,,,,1,,,0,0,,,2,,1,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 18,home,North Iowa Area,W,8-3,8,3,5,win,20230418_8jeb,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 21,home,Kirkwood,W,10-2,10,2,8,win,20230421_2hr4,3,0,0,,,,0,,1,,,,,1,0,0,,,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 26,home,Iowa Western,W,2-1,2,1,1,win,20230426_9nme,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 29,home,Marshalltown,W,3-1,3,1,2,win,20230429_zwm2,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 30,home,Marshalltown,W,29-19,29,19,10,win,20230430_lxg5,3,2,2,,,1,5,3,1,,,,,,5,1,,,,,6,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
Apr 30,home,Marshalltown,W,6-5,6,5,1,win,20230430_8acc,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,brysenvernonud1a,Brysen Vernon
