date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,home,Wayland Baptist University JV,W,8-3,8,3,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Feb 6,home,Wayland Baptist University JV,W,12-1,12,1,11,win,20170206_of5u,2,1,1,,,,0,1,,,,11.0,win,20170206_of5u,,,,1,0,,,,,3,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Feb 21,home,Ranger,W,8-2,8,2,6,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 2,home,New Mexico,W,19-17,19,17,2,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 3,home,Clarendon,W,7-4,7,4,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 4,home,Grayson,W,9-4,9,4,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 10,home,Midland,L,9-4,9,4,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 10,home,Midland,W,15-7,15,7,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 22,home,Midland,W,9-6,9,6,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
Mar 24,home,Clarendon,L,8-4,8,4,4,win,20170324_5xfe,1,0,0,,,,0,,,,,4.0,win,20170324_5xfe,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,connorkroutil3f7u,Connor Kroutil
