date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 11  #,away,CCBC Dundalk,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Oct 16  #,home,CCBC Dundalk,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Oct 23  #,home,CCBC Dundalk,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Feb 15,away,USC Sumter,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Feb 15,away,USC Sumter,W,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Feb 16,away,USC Sumter,L,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Feb 16,away,USC Sumter,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 1,home,Lackawanna,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 1,home,Lackawanna,L,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 2,home,Mercer County,W,11-2,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 2,home,Mercer County,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 3,home,Anne Arundel,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
Mar 3,home,Anne Arundel,W,14-2,14,14,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,mitchelhoonizlt,Mitchel Hoon
