date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 3,home,DuPage,L,3-0,3,0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 4,home,Mercyhurst North East,L,6-4,6,4,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 5,home,Middlesex College,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 6,home,Sauk Valley,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 6,home,Olney Central,L,7-6,7,6,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 7,home,Lackawanna,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 9,home,Henry Ford,L,7-3,7,3,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 10,home,Western Tech,W,105-2,105,2,103.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 10,home,Brunswick,L,11-5,11,5,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 11,home,Mercer County,L,12-0,12,0,12.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 11,home,Mercer County,L,8-1,8,1,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 12,home,Delaware Tech,L,10-2,10,2,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 18,home,Illinois Central,W,4-2,4,2,2.0,win,20160318_71l2,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
Mar 18,home,Illinois Central,L,5-4,5,4,1.0,win,20160318_mfvs,3,0,1,1,,,2,,,,,,,,2,1,,,,,3,2016,2015-16,div2,John Wood,johnwoodcommunitycollege,dakotadefreitasuynx,Dakota DeFreitas
