date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Ottawa University,W,17-2,17,17,3,2,2,1,,1,3,1,,,,,,,6,2,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 17,home,Ottawa University,W,17-0,17,17,3,2,1,,1,,1,1,1,,,,,,3,1,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 20,home,Brown Mackie,W,13-3,13,13,4,1,2,,,,1,,1,1,,,,,2,0,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 20,home,Brown Mackie,W,11-3,11,11,3,0,0,,,,1,,1,,,,1,,0,0,1,1,2,0.50,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 21,home,Brown Mackie,W,8-2,8,8,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 21,home,Brown Mackie,W,10-0,10,10,3,0,1,,,,1,,1,,,,,,1,0,1,1,,,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 27,home,North Central Missouri,W,25-14,25,25,3,3,3,1,,1,3,2,,,,,,,7,2,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 27,home,North Central Missouri,W,8-7,8,8,2,0,1,,,,3,1,1,,,1,,,1,0,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 28,home,North Central Missouri,W,15-5,15,15,3,2,1,,,,3,1,1,,,,,,1,0,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Feb 28,home,North Central Missouri,W,14-1,14,14,2,1,1,1,,,0,1,1,,,,,,2,1,,,,,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 3,away,Labette,L,9-8,9,9,2,1,2,,,,1,1,,1,,1,,,2,0,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 3,away,Labette,W,5-3,5,5,4,0,0,,,,0,,3,,,,,,0,0,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 5,home,Labette,W,19-16,19,19,2,2,1,,,1,2,1,1,,,2,,,4,1,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 6,home,Labette,W,11-7,11,11,5,2,1,1,,,0,,1,,,,,,2,1,1,2,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 10,home,Johnson County,W,7-2,7,7,4,0,0,,,,0,,1,,,,,,0,0,,,3,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 10,home,Johnson County,W,5-2,5,5,4,1,1,,,1,2,,1,,,,,,4,1,,1,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 12,away,Johnson County,L,7-2,7,7,3,1,1,,,1,1,,2,,,,,,4,1,,,,,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 12,away,Johnson County,W,7-1,7,7,4,0,0,,,,1,,3,,,,1,,0,0,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 15,home,Crowder,W,22-7,22,22,5,2,2,1,,,1,,,,,,,,3,1,,1,1,1.00,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 17,home,Highland (KS),W,10-6,10,10,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
Mar 17,home,Highland (KS),W,7-3,7,7,4,1,1,1,,,0,,,,,,,,2,1,,2,1,2.00,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,aarondeesfenz,Aaron Dees
