date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,Salt Lake,W,5-0,5,0,5,win,20230127_xdnp,3,0,1,,,,0,1,1,1,,,,,1,0,,1,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Jan 27,home,Salt Lake,W,11-0,11,0,11,win,20230127_x38f,3,1,3,,,,3,,,,,,,,3,0,,,,,3,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Jan 28,home,Salt Lake,W,6-5,6,5,1,win,20230128_bctt,3,0,0,,,,0,,1,,,,,,0,0,,2,,,3,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 3,home,Lamar,W,6-3,6,3,3,win,20230203_z6td,4,1,0,,,,0,1,,,,,,,0,0,,1,1,1.00,5,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 3,home,El Paso,W,5-3,5,3,2,win,20230203_kmeb,4,0,0,,,,0,,3,,,,,,0,0,,1,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 4,home,Salt Lake,W,5-4,5,4,1,win,20230204_t7b4,4,2,1,,,,0,,1,,,,,,1,0,,,1,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 5,home,Pima,W,5-0,5,0,5,win,20230205_ki3k,3,1,1,,,,0,1,,,,,,,1,0,,2,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 10,home,Southern Nevada,L,11-10,11,10,1,win,20230210_ncuq,4,0,1,,,,0,1,2,,,,,,1,0,,,1,,5,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 10,home,Southern Nevada,L,11-4,11,4,7,win,20230210_rnyw,3,0,0,,,,0,1,3,,,,,,0,0,,,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 11,home,Southern Nevada,W,12-4,12,4,8,win,20230211_clef,3,2,2,1,1,,3,1,,,,,,,5,2,,,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 11,home,Southern Nevada,W,9-5,9,5,4,win,20230211_3pf3,4,1,1,,,,0,,1,,,1,,,1,0,,,1,,5,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 15,home,Phoenix,W,7-1,7,1,6,win,20230215_3i09,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
Feb 15,home,Phoenix,W,6-2,6,2,4,win,20230215_fhgl,4,1,1,,,,0,,2,,,,,,1,0,,1,,,4,2023,2022-23,div1,South Mountain,southmountaincommunitycollege,connorschneider5vup,Connor Schneider
