date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 23,home,Roane State,W,10-6,10,6,4,win,20240223_9p1w,4,2,1,,,,0,1,1,,,,,,1,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Mar 13,home,Spoon River,W,13-5,13,5,8,win,20240313_zgjn,1,1,1,,,,0,,,,1,,,,1,0,,,,,1,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Mar 28,home,Madison,W,5-1,5,1,4,win,20240328_dd04,4,0,2,1,,,2,,,,,,,,3,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Mar 30,home,Carl Sandburg,W,12-11,12,11,1,win,20240330_e5jn,3,2,3,1,1,,2,1,,,,,,,6,2,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Mar 30,home,Carl Sandburg,W,10-5,10,5,5,win,20240330_xle0,3,2,1,,1,,2,1,,,,,,,3,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 6,home,Illinois Valley,W,9-4,9,4,5,win,20240406_twtp,1,0,1,,,,1,,,1,,,,,1,0,,,,,1,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 9,home,Illinois Valley,W,9-1,9,1,8,win,20240409_8wrw,2,0,1,,,,0,2,,,1,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 13,home,Sauk Valley,W,8-5,8,5,3,win,20240413_nfpt,6,2,2,1,,,0,,,,,,,,3,1,,,,,6,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 14,home,Oakton,W,2-0,2,0,2,win,20240414_n18q,3,0,2,,,,0,,,,,1,,,2,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 14,home,Oakton,W,14-4,14,4,10,win,20240414_kvs6,2,1,0,,,,0,1,,1,,,,,0,0,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 16,home,Sauk Valley,W,11-3,11,3,8,win,20240416_w77p,4,1,2,,,,0,,1,,,,,1,2,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 17,home,Prairie State,W,20-9,20,9,11,win,20240417_houa,4,5,4,2,1,1,2,1,,1,,,,,11,4,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 17,home,Prairie State,W,12-9,12,9,3,win,20240417_22r3,3,2,1,,,1,4,2,1,2,,,,,4,1,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 20,home,Black Hawk,W,10-0,10,0,10,win,20240420_an5k,4,2,3,,,1,5,,1,,,,,,6,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 23,home,Black Hawk,W,8-3,8,3,5,win,20240423_pyo8,4,1,1,,,,2,,1,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
Apr 24,home,Carl Sandburg,W,12-0,12,0,12,win,20240424_vfx3,2,3,2,1,,,3,1,,,,,,,3,1,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,felixanderseverinoosty,Felixander Severino
