date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 12,home,Clarke University,W,11-9,11,9,2,win,20240312_tixz,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Mar 13,home,Spoon River,W,13-5,13,5,8,win,20240313_zgjn,3,0,1,,,,0,2,1,,,,,,1,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Mar 28,home,Madison,W,5-1,5,1,4,win,20240328_dd04,4,1,1,,,,0,,2,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Mar 29,home,Lake County,W,7-2,7,2,5,win,20240329_jyge,4,0,0,,,,0,,,,,,,,0,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Mar 30,home,Carl Sandburg,W,12-11,12,11,1,win,20240330_e5jn,1,1,0,,,,0,1,1,,,,,,0,0,,,,,2,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 9,home,Illinois Valley,W,9-1,9,1,8,win,20240409_8wrw,3,0,1,,,,0,1,1,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 13,home,Sauk Valley,W,8-5,8,5,3,win,20240413_nfpt,5,1,3,,,,1,,,,,,,,3,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 14,home,Oakton,W,2-0,2,0,2,win,20240414_n18q,2,0,0,,,,0,1,,,,,,,0,0,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 16,home,Sauk Valley,W,11-3,11,3,8,win,20240416_w77p,1,1,0,,,,1,3,,,,,1,,0,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 17,home,Prairie State,W,20-9,20,9,11,win,20240417_houa,3,1,1,1,,,1,1,1,,,,,,2,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
Apr 20,home,Black Hawk,W,10-0,10,0,10,win,20240420_an5k,2,1,1,,,,1,2,,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,oscarsotof7u9,Oscar Soto
