date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Wallace State,W,6-4,6,4,2,win,20240202_a88c,5,0,2,,,,0,,1,,,,,,2,0,,,,,5,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 3,home,Wallace State,W,12-9,12,9,3,win,20240203_g5i8,5,2,2,1,,,1,,,1,,,,,3,1,,,,,5,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 7,home,Oakland City University,W,8-7,8,7,1,win,20240207_smpz,1,0,1,1,,,0,,,,,,,,2,1,,,,,1,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 8,home,Moberly Area,W,6-5,6,5,1,win,20240208_5gek,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 15,home,Vincennes,W,8-7,8,7,1,win,20240215_m8sq,3,0,2,,,,2,2,,1,,,,,2,0,,,,,5,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 24,home,Lake Michigan,W,17-7,17,7,10,win,20240224_y3dn,3,3,1,,,,2,2,1,1,,,,,1,0,,,,,5,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 24,home,Lake Michigan,W,15-1,15,1,14,win,20240224_v817,3,2,2,1,,,2,1,1,,,,,,3,1,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 25,home,Lake Michigan,W,11-1,11,1,10,win,20240225_u60w,4,0,3,1,,,1,,,,,,,,4,1,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Feb 25,home,Lake Michigan,W,10-0,10,0,10,win,20240225_xe5z,4,1,2,2,,,2,,1,,,,,,4,2,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 7,home,Shawnee,W,11-0,11,0,11,win,20240307_uuui,2,2,1,,,,0,1,,1,,,,,1,0,,,,,3,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 11,home,Shawnee,W,15-0,15,0,15,win,20240311_r3nw,5,1,2,,,,4,,,,,,,,2,0,,,,,5,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 11,home,Shawnee,W,12-0,12,0,12,win,20240311_oz3z,3,1,1,,,,0,,,,,,,,1,0,,,,,3,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 16,home,Olive-Harvey,W,9-1,9,1,8,win,20240316_f1z4,3,1,2,2,,,1,1,,,,,,,4,2,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 16,home,Olive-Harvey,W,16-1,16,1,15,win,20240316_q613,4,0,2,,1,,4,,,,,,,,4,1,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
Mar 19,home,Vincennes,W,14-4,14,4,10,win,20240319_0jxr,2,1,0,,,,1,1,1,,,,1,,0,0,,,,,4,2024,2023-24,div1,Frontier,frontiercommunitycollege,tybeckerlvoy,Ty Becker
