date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 11,home,Spartan PostGrad,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Sep 18,home,United Baseball,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Oct 5,home,Stephen F. Austin University,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Oct 16,home,Wiley College,,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Jan 28,home,Galveston,W,7-4,7,4,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Jan 28,home,Galveston,L,6-2,6,2,4,win,20220128_akh8,0,0,0,,,,0,,,,,4.0,win,20220128_akh8,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 2,home,Alvin,L,11-8,11,8,3,win,20220202_315x,0,0,0,,,,0,,,,,3.0,win,20220202_315x,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 11,home,TCS Postgrad,W,10-1,10,1,9,win,20220211_2zyz,0,0,0,,,,0,,,,,9.0,win,20220211_2zyz,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 11,home,TCS Postgrad,W,6-3,6,3,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 15,home,Blinn,W,12-2,12,2,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 15,home,Blinn,W,6-5,6,5,1,win,20220215_ali9,0,0,0,,,,0,,,,,1.0,win,20220215_ali9,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 22,home,Navarro,W,10-9,10,9,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 22,home,Navarro,W,10-9,10,9,1,win,,,,,,,,,,,,,1.0,win,20220222_b3a8,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_b3a8,0,0,0,,,,0,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Feb 22,home,Navarro,W,10-9,10,9,1,win,20220222_b3a8,0,0,0,,,,0,,,,,1.0,win,20220222_b3a8,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 5,home,Panola,W,2-1,2,1,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 5,home,Panola,L,14-9,14,9,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 14,home,Joliet,L,4-2,4,2,2,win,20220314_pmmo,0,0,0,,,,0,,,,,2.0,win,20220314_pmmo,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 16,home,Paris,W,8-6,8,6,2,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 16,home,Paris,W,8-5,8,5,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 26,home,Tyler,L,4-3,4,3,1,win,20220326_9d5n,0,0,0,,,,0,,,,,1.0,win,20220326_9d5n,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Mar 26,home,Tyler,L,12-4,12,4,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 2,home,Northeast Texas,W,5-4,5,4,1,win,20220402_1t7d,0,0,0,,,,0,,,,,1.0,win,20220402_1t7d,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 2,home,Northeast Texas,L,14-10,14,10,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 12,home,Navarro,W,2-1,2,1,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 12,home,Navarro,W,5-4,5,4,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 15,home,Bossier Parish,L,7-2,7,2,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 15,home,Bossier Parish,L,8-7,8,7,1,win,20220415_v90n,0,0,0,,,,0,,,,,1.0,win,20220415_v90n,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 23,home,Panola,L,14-13,14,13,1,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
Apr 23,home,Panola,W,12-2,12,2,10,win,20220423_63yk,0,0,0,,,,0,,,,,10.0,win,20220423_63yk,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
May 2,home,Temple,L,13-8,13,8,5,win,20220502_sbhp,0,0,0,,,,0,,,,,5.0,win,20220502_sbhp,,,,0,0,,,,,0,2022,2021-22,div1,Angelina,angelinacollege,matthewtippiiey8av,Matthew Tippiie
