date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,home,Pasco-Hernando State,W,9-8,9,8,1,win,20240126_ewsj,4,1,1,1,,,2,1,1,,,,1,1,2,1,,,,,7,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Jan 27,home,Central Florida,W,11-8,11,8,3,win,20240127_nvvg,4,1,1,1,,,0,1,2,,,,,,2,1,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Jan 30,home,Polk State,W,6-5,6,5,1,win,20240130_8fha,4,1,1,,,,0,1,,2,,,,,1,0,,,2,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 2,home,Florida State Jacksonville,W,9-1,9,1,8,win,20240202_pk0t,4,1,1,,,,1,,1,,,,,,1,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 2,home,Florida State Jacksonville,W,8-7,8,7,1,win,20240202_ovsg,2,2,0,,,,0,1,,,,1,,,0,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 6,home,University of Tampa JV,W,12-11,12,11,1,win,20240206_i3eu,4,0,1,,,,1,,,1,,,1,,1,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 8,home,Webber International University,W,13-1,13,1,12,win,20240208_injj,3,2,0,,,,2,3,,,,,,,0,0,,,,,6,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 10,home,St. Johns River State,W,6-1,6,1,5,win,20240210_21p5,3,1,1,,,,0,1,,,,,,,1,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 15,home,Eastern Florida State,W,12-3,12,3,9,win,20240215_rnlv,2,2,0,,,,0,2,1,,,1,,,0,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 16,home,Eastern Florida State,W,4-2,4,2,2,win,20240216_91nw,2,1,0,,,,0,1,,,,,,,0,0,,,,,3,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 16,home,Eastern Florida State,W,6-1,6,1,5,win,20240216_2eko,5,0,1,,,,0,,1,,,,,,1,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 20,home,Pasco-Hernando State,W,5-3,5,3,2,win,20240220_xt48,6,1,1,,,,0,,1,,,,,,1,0,,,,,6,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 22,home,St. Petersburg,W,8-6,8,6,2,win,20240222_7mvv,3,1,1,,,,1,1,,,,,1,,1,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Feb 24,home,St. Petersburg,W,11-5,11,5,6,win,20240224_wb5m,5,1,2,,2,,4,,2,,,,,,6,2,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 5,home,Dakota County Tech,W,4-3,4,3,1,win,20240305_5o9h,5,0,1,,,,2,,2,,,,,,1,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 12,home,University of Tampa JV,W,11-7,11,7,4,win,20240312_jl6g,5,2,3,1,,,0,,1,1,,,,,4,1,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 14,home,Daytona State,W,11-4,11,4,7,win,20240314_r9y0,1,2,0,,,,0,2,,1,,,,1,0,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 16,home,Daytona State,W,6-4,6,4,2,win,20240316_9qc5,1,1,1,1,,,0,,2,,,,,,2,1,,,,,1,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 24,home,State College of Florida,W,2-1,2,1,1,win,20240324_j95r,2,1,2,,1,,0,1,,,1,,,,4,1,,,,,3,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 26,home,Warner University,W,15-2,15,2,13,win,20240326_kai0,5,2,2,2,,,1,1,2,,,,,,4,2,,,,,6,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Mar 30,home,Miami Dade,W,6-2,6,2,4,win,20240330_weay,4,1,1,,,,0,,1,1,,,,,1,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Apr 9,home,Warner University - JV,W,19-4,19,4,15,win,20240409_l6wa,3,2,2,,,,1,2,,,,,,,2,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Apr 16,home,Seminole State (FL),W,10-2,10,2,8,win,20240416_d4hu,3,3,3,,,,1,2,,,,,,,3,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Apr 23,home,Seminole State (FL),W,9-1,9,1,8,win,20240423_ze2z,5,1,3,,,,1,,,1,,,,,3,0,,,,,5,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
Apr 25,home,Santa Fe,W,10-2,10,2,8,win,20240425_3nej,3,3,2,,,,0,1,,,,,,,2,0,,,,,4,2024,2023-24,div1,Hillsborough,hillsboroughcommunitycollege,jacobbowman4ei7,Jacob Bowman
