date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 4,home,Dallas College - Cedar Valley,W,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 5,home,St. Edwards University JV,W,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 5,home,St. Edwards University JV,W,15-2,15,15,2,2,2,1,,,3,3,,1,,,,,3,1,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 11,home,Dallas College - Mountain View,W,23-6,23,23,2,1,0,,,,0,1,,,,,,,0,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 14,away,Paris,L,14-13,14,14,5,3,4,,1,1,2,,,,,,,,9,2,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 16,away,Paris,L,8-2,8,8,3,0,0,,,,0,1,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 16,away,Paris,L,10-5,10,10,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 21,home,vs. Midland,W,8-0,8,8,3,3,2,,,,0,,,,,1,,,2,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 25,away,Concordia University,W,13-1,13,13,3,1,1,,,,0,,,,,,,,1,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 25,away,Concordia University,W,5-3,5,5,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 27,away,St. Edwards University JV,W,5-2,5,5,4,1,1,,,,1,,,1,,,,,1,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Feb 27,away,St. Edwards University JV,W,9-4,9,9,2,1,0,,,,1,1,,,,,,1,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 2,away,Schreiner University,W,10-3,10,10,4,0,0,,,,0,,4,,,,,,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 2,away,Schreiner University,W,11-0,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 6,home,Vernon,W,6-2,6,6,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 6,home,Vernon,W,5-4,5,5,0,1,0,,,,0,2,,,,,,,0,0,,,,,2,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 9,away,Vernon,W,10-6,10,10,3,1,1,,,,2,,,,,,,,1,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 9,away,Vernon,W,12-7,12,12,5,2,2,,,,0,1,,,,,,,2,0,,,,,6,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 11,home,Navarro,L,15-6,15,15,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 14,home,North Central Texas,W,6-5,6,6,3,0,1,1,,,0,1,2,,,,,,2,1,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 14,home,North Central Texas,W,11-2,11,11,3,1,1,,,,0,1,,,,,,,1,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 16,away,North Central Texas,L,3-2,3,3,2,0,0,,,,0,1,1,,,,,1,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 16,away,North Central Texas,L,6-2,6,6,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 20,away,Temple,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 20,away,Temple,W,11-6,11,11,5,2,2,1,,1,2,,1,,,,,,6,2,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 23,home,Temple,W,6-4,6,6,1,1,0,,,,0,1,,,,1,,,0,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 23,home,Temple,W,8-7,8,8,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 25,home,Dallas College - Eastfield,W,23-4,23,23,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 27,away,Cisco,W,18-5,18,18,4,3,3,,,2,4,,,,,,,,9,2,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 27,away,Cisco,W,17-3,17,17,3,1,1,,,,1,,1,1,,,1,,1,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 30,home,Cisco,W,16-6,16,16,4,1,2,,,,1,,1,,,,,,2,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Mar 30,home,Cisco,L,17-16,17,17,6,4,5,1,,1,1,,1,,,,,,9,2,,,,,6,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 3,away,Grayson,L,12-3,12,12,2,1,1,,,,0,1,,,,,,,1,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 3,away,Grayson,W,8-7,8,8,5,1,2,1,,,2,,2,,,,,,3,1,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 8,home,Grayson,L,23-5,23,23,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 8,home,Grayson,L,21-6,21,21,3,0,0,,,,0,1,2,,,,,,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 10,away,Ranger,W,14-7,14,14,3,1,2,,,,2,,,,,,,1,2,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 10,away,Ranger,L,11-10,11,11,3,1,1,,,,0,2,1,,,,,,1,0,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 14,home,Ranger,W,12-7,12,12,2,1,0,,,,0,2,1,,,,,,0,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 14,home,Ranger,L,8-7,8,8,4,0,1,1,,,0,,,1,,,,,2,1,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 17,away,Schreiner University,W,10-3,10,10,3,2,2,,,,0,2,1,1,,,,,2,0,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 17,away,Schreiner University,L,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 25,away,McLennan,L,5-4,5,5,3,1,1,,,,0,,,,,,,,1,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 25,away,McLennan,W,5-4,5,5,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 27,home,McLennan,L,5-2,5,5,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
Apr 27,home,McLennan,W,9-0,9,9,4,1,1,,,1,0,,1,,,,,,4,1,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
May 4,home,Weatherford,L,9-5,9,9,4,1,2,,,,0,,2,,,,,,2,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
May 4,home,Weatherford,W,11-9,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
May 5,away,Weatherford,W,4-1,4,4,3,0,1,,,,0,,2,1,,,,,1,0,,,,,3,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
May 5,away,Weatherford,W,9-4,9,9,2,1,0,,,,1,2,,1,,,,1,0,0,,,,,5,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
May 10,home,vs. New Mexico,L,8-4,8,8,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2019,2018-19,div1,Hill,hillcollege,grantbruce6eri,Grant Bruce
