date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 23,home,Roane State,W,10-6,10,6,4,win,20240223_9p1w,3,1,3,,,,3,1,,,,,,,3,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 12,home,Clarke University,W,11-9,11,9,2,win,20240312_tixz,3,1,1,,,,1,,1,,,,,,1,0,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 13,home,Spoon River,W,13-5,13,5,8,win,20240313_zgjn,3,2,1,,,1,3,2,,,,,,,4,1,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 13,home,Spoon River,W,16-0,16,0,16,win,20240313_u0bz,3,1,2,,,,4,,,,,,1,,2,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 28,home,Madison,W,5-1,5,1,4,win,20240328_dd04,3,0,0,,,,0,1,1,,,,,,0,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 29,home,Lake County,W,7-2,7,2,5,win,20240329_jyge,4,0,2,1,,,1,,2,,,,,,3,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 30,home,Carl Sandburg,W,12-11,12,11,1,win,20240330_e5jn,4,1,1,,,,0,,1,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Mar 30,home,Carl Sandburg,W,10-5,10,5,5,win,20240330_xle0,4,1,1,,,,0,,,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 6,home,Illinois Valley,W,9-4,9,4,5,win,20240406_twtp,3,1,1,1,,,1,1,1,,,,,,2,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 9,home,Illinois Valley,W,9-1,9,1,8,win,20240409_8wrw,3,0,1,,,,1,1,,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 13,home,Sauk Valley,W,8-5,8,5,3,win,20240413_nfpt,5,1,3,1,,,1,,1,,,,,,4,1,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 14,home,Oakton,W,2-0,2,0,2,win,20240414_n18q,3,0,1,,,,1,,,1,,,,,1,0,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 14,home,Oakton,W,14-4,14,4,10,win,20240414_kvs6,2,2,2,1,,,2,1,,,,,,,3,1,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 16,home,Sauk Valley,W,11-3,11,3,8,win,20240416_w77p,4,2,4,1,,,1,,,,,,,,5,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 17,home,Prairie State,W,20-9,20,9,11,win,20240417_houa,4,2,2,1,,,2,1,,,,,,,3,1,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 17,home,Prairie State,W,12-9,12,9,3,win,20240417_22r3,4,0,1,1,,,1,,2,,,,,,2,1,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 20,home,Black Hawk,W,10-0,10,0,10,win,20240420_an5k,3,0,1,,,,0,1,1,,,,,,1,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 29,home,Rockford University JV,W,7-6,7,6,1,win,20240429_4vww,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
Apr 30,home,Kishwaukee,W,14-4,14,4,10,win,20240430_g6i7,2,2,0,,,,0,2,1,1,,,,,0,0,,,,,4,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,weslysmithz36x,Wesly Smith
