date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,away,Eastern Oklahoma State,W,7-6,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 9,away,Eastern Oklahoma State,L,8-7,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 10,away,Eastern Oklahoma State,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 23,away,Garden City,L,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 23,away,Garden City,W,14-5,14,14,5,1,1,,,,1,,3,,,1,,,1,0,,,,,6,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 25,away,Garden City,L,7-3,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Feb 25,away,Garden City,L,15-11,15,15,4,0,1,1,,,0,,1,,,,,,2,1,,,,,4,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 3,home,vs. Milwaukee Area Tech,W,8-0,8,8,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 3,home,vs. Southeastern,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 4,home,vs. Southeastern,W,5-3,5,5,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 4,home,vs. Shawnee,W,8-0,8,8,2,1,0,,,,0,,,,,1,,,0,0,,,,,3,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 10,home,MCC-Maple Woods,W,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 10,home,MCC-Maple Woods,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 18,away,MCC-Maple Woods,W,18-9,18,18,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 18,away,MCC-Maple Woods,W,11-6,11,11,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 19,home,Ellsworth,W,15-2,15,15,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 21,home,Iowa Central,L,7-6,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 23,away,Colby,W,14-9,14,14,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 23,away,Colby,W,7-6,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 24,away,Colby,W,10-7,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 24,away,Colby,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 27,home,Southeastern,L,8-0,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
Mar 30,away,Iowa Western,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Indian Hills,indianhillscommunitycollege,gabrielcoburnmehd,Gabriel Coburn
