date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Walters State,L,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Jan 31,home,Walters State,L,6-0,6,0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Jan 31,home,Walters State,L,8-2,8,2,6.0,win,20150131_tmxn,3,1,1,1,0,0,0,0,0,0,0,6.0,win,20150131_tmxn,0,0,0,2,1,0,1,0,,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 11,home,East Georgia State,L,4-2,4,2,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 11,home,East Georgia State,W,2-0,2,0,2.0,win,20150211_1btg,3,0,0,0,0,0,0,0,1,0,0,2.0,win,20150211_1btg,0,0,0,0,0,0,0,1,0.00,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 26,home,Georgia Perimeter,L,5-4,5,4,1.0,win,20150226_hfqa,3,1,1,,,,0,,1,,,1.0,win,20150226_hfqa,,,,1,0,,,,,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 26,home,Georgia Perimeter,L,6-1,6,1,5.0,win,20150226_a7aw,3,0,0,,,,0,,3,,,5.0,win,20150226_a7aw,,,,0,0,,,,,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 28,home,Southeastern-Whiteville,L,8-4,8,4,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Feb 28,home,Southeastern-Whiteville,L,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 1,home,Southeastern-Whiteville,W,10-9,10,9,1.0,win,20150301_zx6m,3,0,0,,,,0,1,2,,,1.0,win,20150301_zx6m,,,,0,0,,,1,,4,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 1,home,Southeastern-Whiteville,L,8-7,8,7,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 7,home,Louisburg,W,4-1,4,1,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 7,home,Louisburg,W,3-0,3,0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 8,home,Louisburg,W,3-2,3,2,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 8,home,Louisburg,W,6-5,6,5,1.0,win,20150308_czel,2,0,0,0,0,0,0,0,1,0,0,1.0,win,20150308_czel,0,0,1,0,0,0,0,1,0.00,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 12,home,Anderson University,W,4-3,4,3,1.0,win,20150312_rx72,3,1,1,1,0,0,0,0,1,0,0,1.0,win,20150312_rx72,0,0,0,2,1,0,0,1,0.00,3,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 12,home,Anderson University,W,8-1,8,1,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 14,home,Spartanburg Methodist,L,3-0,3,0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 14,home,Spartanburg Methodist,L,10-1,10,1,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 15,home,Spartanburg Methodist,L,2-1,2,1,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
Mar 15,home,Spartanburg Methodist,L,11-6,11,6,5.0,win,20150315_wvfs,3,1,1,1,0,0,2,0,0,0,0,5.0,win,20150315_wvfs,0,1,0,2,1,0,1,0,,4,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,matthewhollomano6h5,Matthew Holloman
