date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 10,home,Northern Oklahoma Enid,W,14-5,14,5,9,win,20240210_3wgw,4,1,1,,1,,1,,1,,,,,,3,1,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Feb 19,home,Neosho County,W,11-9,11,9,2,win,20240219_tw14,4,0,2,,,,1,,,,,,,,2,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Feb 24,home,Luna,W,17-1,17,1,16,win,20240224_ztmc,3,2,1,,1,,3,1,1,,,,,,3,1,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Feb 24,home,Highland (KS),W,8-3,8,3,5,win,20240224_g6oa,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,,0,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Feb 25,home,Dodge City,W,6-3,6,3,3,win,20240225_nbxc,5,0,1,,,,1,,1,,,,,,1,0,,,,,5,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 1,home,McCook,W,16-4,16,4,12,win,20240301_devn,2,2,0,,,,0,3,2,1,,,,,0,0,,,,,5,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 3,home,McCook,W,13-5,13,5,8,win,20240303_u7yy,1,1,0,,,,0,1,1,2,,,,,0,0,,,,,2,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 6,home,Western Nebraska,W,13-3,13,3,10,win,20240306_mpna,2,1,1,,,,1,,,,,,,1,1,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 6,home,Western Nebraska,W,14-4,14,4,10,win,20240306_2g9w,3,1,1,,1,,0,,1,,,,,,3,1,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 13,home,Southeast,W,6-5,6,5,1,win,20240313_xqlg,4,0,1,,,,0,,2,1,,,,,1,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 16,home,Minnesota West,W,6-5,6,5,1,win,20240316_alsj,3,1,1,,,,1,,,,1,1,,,1,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 18,home,Mount Marty University JV,W,11-5,11,5,6,win,20240318_81lk,3,0,0,,,,0,1,,,,,,,0,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 19,home,Iowa Lakes,W,10-2,10,2,8,win,20240319_aslp,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 23,home,Southeastern,W,4-1,4,1,3,win,20240323_xfov,2,2,2,,,,0,,,,,,,1,2,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 23,home,Southeastern,W,5-1,5,1,4,win,20240323_0tt9,4,1,2,,,,1,,,1,,,,,2,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 27,home,Ellsworth,W,7-3,7,3,4,win,20240327_0xrj,2,0,0,,,,0,,,,,1,,,0,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 27,home,Ellsworth,W,15-3,15,3,12,win,20240327_4bls,2,3,2,,,,1,1,,,,1,,,2,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Mar 29,home,Kirkwood,W,7-4,7,4,3,win,20240329_udru,3,1,2,,,,0,,1,1,1,,,,2,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Apr 4,home,Des Moines Area,W,6-5,6,5,1,win,20240404_joge,2,1,0,,,,0,1,1,,,,,,0,0,,,,,3,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Apr 5,home,Marshalltown,W,12-4,12,4,8,win,20240405_8r86,3,0,1,,,,0,1,2,,,,,,1,0,,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Apr 6,home,Marshalltown,W,7-5,7,5,2,win,20240406_dhf9,3,0,0,,,,0,1,3,,,,,1,0,0,,,,,5,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
Apr 10,home,Iowa Central,W,21-11,21,11,10,win,20240410_5ic1,3,2,1,,,,0,1,,,,,,,1,0,1,,,,4,2024,2023-24,div2,Northeast,northeastcommunitycollege,graysonheadrick9tsf,Grayson Headrick
